PMF_PLACE,LONG,LAT,ADDR,EMR,CLINIC
VANCOUVER,-123.1262048,49.2455931,4480 OAK STREET ROOM 1A41,Launchpad,BC WOMENS AND CHILDRENS - ONCOLOGY
ABBOTSFORD,-122.2734308,49.057181,480 - 3033 IMMEL ROAD,Launchpad,NA
PRINCE GEORGE,-122.7661613,53.9129136,1 - 1230 ALWARD STREET,MOIS,NA
VANCOUVER,-123.1006257,49.2494755,3998 MAIN STREET,Oscar Nerd,MID-MAIN HEALTH CLINIC
DELTA,-123.0799188,49.0901877,5132 LADNER TRUNK ROAD,Wolf,LADNER CENTRE MEDICAL
SURREY,-122.8014605,49.0372746,241 - 1959 152ND STREET,Accuro,NA
NELSON,-117.2847019,49.4951494,410 - 3 VIEW STREET,Accuro,NA
VICTORIA,-123.3328186,48.4685611,200 - 1595 MCKENZIE AVENUE,MedAccess,NA
KAMLOOPS,-120.3339424,50.6721042,400 - 321 NICOLA STREET,MedAccess,NA
NEW WESTMINSTER,-122.8912681,49.2246807,401 - 223 NELSON CRESCENT,Plexia,NA
NANAIMO,-123.9330141,49.1646557,103 ? 650 SOUTH TERMINAL AVENUE,IntraHealth,MEDICAL ARTS CENTRE
PORT MOODY,-122.8561748,49.2770413,201 - 2502 ST JOHNS STREET,Accuro,NA
VANCOUVER,-123.1251268,49.2636604,230 - 943 WEST BROADWAY,Plexia,NA
PORT MOODY,-122.8549681,49.2766612,2523 ST JOHNS STREET,Launchpad,NA
VANCOUVER,-123.11973,49.2738028,202 - 179 DAVIE STREET,Plexia,AQUARIUS MEDICAL CLINIC
COMOX,-124.9406698,49.6734628,2137 COMOX AVENUE,Launchpad,NA
VICTORIA,-123.3736739,48.454535,3460 SAANICH ROAD,Oscar,NA
VICTORIA,-123.3843917,48.4904198,220 - 4460 CHATTERTON WAY,Wolf,NA
VICTORIA,-123.4320773,48.4666982,1 HOSPITAL WAY,Oscar Nerd,NA
NANAIMO,-123.9345877,49.1606966,102 - 55 VICTORIA ROAD,MOIS,AVI HEALTH CENTRE
VICTORIA,-123.3123953,48.4635137,PO BOX 1700,Accuro,NA
ABBOTSFORD,-122.3194332,49.052214,102 - 2752 ALLWOOD STREET,Oscar,ALLWOOD MEDICAL CENTRE
DUNCAN,-123.7259253,48.7836505,3106 GIBBONS ROAD,Accuro,NA
SOOKE,-123.7213071,48.3787718,1300 - 6660 SOOKE ROAD,MD Physician Services,WESTCOAST FAMILY MEDICAL
KELOWNA,-119.4897743,49.8575331,401 - 3320 RICHTER ST,Accuro,NA
DUNCAN,-123.7108344,48.7795251,335 JUBILEE STREET,MedAccess,NA
COBBLE HILL,-123.6077965,48.7109162,27 - 1400 COWICHAN BAY ROAD,MedAccess,NA
VALEMOUNT,-119.2738994,52.8316408,PO BOX 697 - 1445 5TH AVENUE,NH MOIS,NA
VANCOUVER,-123.1267045,49.2448408,C234 - 4500 OAK STREET,Launchpad,DEPARTMENT OF MEDICAL GENETICS
COQUITLAM,-122.8582747,49.2492922,1199 AUSTIN AVENUE,IntraHealth,GAIN MEDICAL CLINIC
CRANBROOK,-115.7679929,49.5092137,123 10TH AVENUE SOUTH,Accuro,ASSOCIATED MEDICAL CLINIC
WEST VANCOUVER,-123.1579158,49.3289541,201 - 1555 MARINE DRIVE,Wolf,NA
VANCOUVER,-123.1391246,49.2653232,1530 WEST 7TH AVENUE,Wolf,SEYMOUR HELATH CENTRE
VANCOUVER,-123.1715986,49.264375,207 - 2475 BAYSWATER STREET,Nightingale,NA
VICTORIA,-123.3894905,48.4935914,210 4475 VIEWMONT AVENUE,MedAccess,NA
SURREY,-122.8014317,49.0398873,101B - 2099 152ND STREET,IntraHealth,NA
FORT LANGLEY,-122.5818142,49.1687943,PO BOX 99 - 23148 96TH AVENUE,IntraHealth,FORT LANGLEY FAMILY PRACTICE
PORT ALBERNI,-124.8109451,49.2578064,4556 GERTRUDE STREET,MedAccess,NA
VERNON,-119.2749533,50.260264,403 - 3210 25TH AVENUE,IntraHealth,NA
POWELL RIVER,-124.5234576,49.8487415,A1 - 6935 HARVIE AVENUE,MedAccess,NA
PORT ALBERNI,-124.7917599,49.2639573,101 - 3949 MAPLE WAY,Osler,NA
WILLIAMS LAKE,-122.1412404,52.1263498,101 - 143 4TH AVENUE SOUTH,IntraHealth,ATWOOD MEDICAL CLINIC
SUMMERLAND,-119.6812158,49.6022788,PO BOX 1620 13214 KELLY AVENUE,MedAccess,KELLY AVENUE MEDICAL CLINIC
KAMLOOPS,-120.3552449,50.6683833,4 - 910 COLUMBIA STREET WEST,Osler,KAMLOOPS URGENT CARE CLINIC
PORT ALBERNI,-124.7988067,49.2462943,2 - 3855 9TH AVENUE,Accuro,NA
MAPLE RIDGE,-122.6522336,49.2181435,110 - 20528 LOUGHEED HIGHWAY,Osler,MAGETA MEDICAL CLINIC
COMOX,-124.9255823,49.6718759,101 - 1757 BEAUFORT AVENUE,Plexia,OCEAN VIEW WOMENS CLINIC
CAMPBELL RIVER,-125.2381979,50.012941,HILLSIDE MEDICAL CLINIC,Oscar West,360 2ND AVE
NANAIMO,-123.9330141,49.1646557,103 650 TERMINAL AVE S,Intrahealth,MEDICAL ARTS CENTRE
VANCOUVER,-123.0942647,49.2815331,449 EAST HASTINGS STREET,Oscar West,NA
WHITE ROCK,-122.7945119,49.0295511,101 - 15451 RUSSELL AVENUE,IntraHealth,WHITE ROCK MEDICAL
RICHMOND,-123.1464747,49.1687434,7000 WESTMINSTER HWY,Plexia,CARDIOPULMONARY DEPT
VANCOUVER,-123.1164639,49.2102923,301 - 470 SW MARINE DRIVE,MedAccess,MARINE GATEWAY MEDICAL CLINIC
VICTORIA,-123.3581499,48.4235784,2 - 946 MEARES,Osler,NA
NANAIMO,-124.0054095,49.2061181,84C - 3200 N ISLAND HIGHWAY,IntraHealth,WELLINGTON MEDICAL CLINIC
CAMPBELL RIVER,-125.2509645,50.029453,280 - 1400 DOGWOOD STREET,MedAccess,QUINSAM MEDICAL GROUP
RICHMOND,-123.1483045,49.1697558,208 - 6051 GILBERT ROAD,Wolf,NA
DAWSON CREEK,-120.2245883,55.7755818,121-10200 8TH STREET,Osler,MILE ZERO WALK IN
VICTORIA,-123.3337925,48.4449543,130 - 1641 HILLSIDE AVENUE,Oscar West,NA
VICTORIA,-123.3337976,48.4484534,150 - 3200 SHELBOURNE AVENUE,Wolf,SHELBOURNE MEDICAL CLINIC- PRIVATE OFFICE
SURREY,-122.7830527,49.0490082,101 - 15850 26TH AVENUE,Oscar,SOUTH SURREY MEDICAL CLINIC
VANCOUVER,-123.1282976,49.2792372,706 - 1160 BURRARD STREET,Plexia,NA
WEST KELOWNA,-119.6203944,49.8359274,3020 LOUIE DRIVE,MedAccess,NA
DELTA,-122.8923255,49.1631818,11944 88TH AVENUE,eOscar,NA
PORT COQUITLAM,-122.7683159,49.2646892,3190-1971 LOUGHEED HWY,Osler,OXFORD MEDICAL
VANCOUVER,-123.1399961,49.2651364,1590 WEST 7TH AVENUE,Oscar Nerd,BALANCE MEDICAL
VICTORIA,-123.3661201,48.431871,601A DISCOVERY STREET,Oscar,NA
VICTORIA,-123.3308402,48.4300629,200-1900 RICHMOND AVENUE,Launchpad,NA
VICTORIA,-123.3219657,48.4542872,1980 CROMWELL ROAD,Osler,CUSTOM EXPERIMENTAL PROGRAMS
VICTORIA,-123.3692777,48.4265429,533 YATES STREET,Oscar West,NA
VICTORIA,-123.3694471,48.4448448,715 FINLAYSON STREET - 3RD FLR,Launchpad,NA
BAMFIELD,-125.1363676,48.8274201,PO BOX 40,Launchpad,NA
PORT ALBERNI,-124.8025987,49.2530425,4227 6TH AVENUE,Launchpad,NA
LAKE COWICHAN,-124.0507184,48.8265642,PO BOX 948 46 STANLEY ROAD,MedAccess,BROOKSIDE MEDICAL CLINIC
SURREY,-122.8458517,49.1859263,PO BOX 3110 - 10153 KING GEORGE HIGHWAY,Wolf,CENTRAL CITY MEDICAL CLINIC
VICTORIA,-123.4411095,48.4555097,211 - 284 HELMCKEN ROAD,Osler,NA
SURREY,-122.8502541,49.1990923,1300 - 13401 108TH AVENUE,Launchpad,SURREY PRIMARY CARE CLINIC
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 9TH FLR,iClinic,DIAMOND HEALTH CARE CENTRE
VICTORIA,-123.4103921,48.4829246,4216 WILKINSON ROAD,Launchpad,MEDICAL RECORDS - FOR HEALTH CARE PERSONNEL ONLY
NANAIMO,-123.9330141,49.1646557,103 650 SOUTH TERMINAL AVENUE,Intrahealth,NA
VICTORIA,-123.3293646,48.4294305,1825 FORT STREET,Launchpad,NA
CHILLIWACK,-121.9620983,49.167376,205 - 45625 HODGINS AVENUE,Plexia,NA
FORT LANGLEY,-122.5818142,49.1687943,PO BOX 99 - 23148 96TH AVENUE,IntraHealth,FORT LANGLEY FAMILY PRACTICE
VICTORIA,-123.3576434,48.455102,3461 COOK STREET,Oscar West,COOK & QUADRA MEDICAL CLINIC
ABBOTSFORD,-122.2946872,49.0409501,4 - 2151 MCCALLUM ROAD,EHR Plus,CANNON CLINIC
NANAIMO,-123.9730982,49.1828239,204 - 1621 DUFFERIN CRESCENT,Accuro,ORTHOPEDIC SURGERY
VANDERHOOF,-124.0087932,54.0283077,3348 HOSPITAL ROAD,MOIS,OMENICA MEDICAL CLINIC
BURNABY,-122.9202809,49.2800605,8888 UNIVERSITY DRIVE,IntraHealth,SFU HEALTH SERVICES
VANCOUVER,-123.1289966,49.2805979,5900 - 1081 BURRARD STREET,Plexia,STPH RAPID ACCESS CLINIC
ABBOTSFORD,-122.2934399,49.0398923,105 - 2051 MCCALLUM ROAD,Accuro,NA
NEW WESTMINSTER,-122.8933951,49.2253096,102 - 245 EAST COLUMBIA STREET,Wolf,NA
SECHELT,-123.7568067,49.4766821,PO BOX 799 103 - 5631 INLET AVE,Plexia,NA
QUALICUM BEACH,-124.4456315,49.3461809,173 FERN ROAD WEST,MedAccess,NA
SURREY,-122.7791789,49.1587056,103 - 8585 160TH STREET,Launchpad,TOWNSQUARE MEDICAL CLINIC
RICHMOND,-123.1471647,49.1706805,307 - 7031 WESTMINSTER HIGHWAY,Accuro,NA
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD STREET,Accuro,REBALANCE MD
LANGLEY,-122.6581148,49.102665,112 5501 204 STREET,IntraHealth,NA
VERNON,-119.2775394,50.2624892,3 - 2802 34TH STREET,Launchpad,NORTH OKANAGAN PAEDIATRIC CLINIC
COMOX,-124.9261093,49.6730325,101B - 1771 COMOX AVENUE,Intrahealth,TOWN CIRCLE MEDICAL
CAMPBELL RIVER,-125.2509645,50.029453,280 - 1400 DOGWOOD STREET,MedAccess,QUINSAM MEDICAL GROUP
NANAIMO,-124.0136195,49.206882,2778 104TH STREET,Oscar,THE FAMILY PRACTICE CLINIC
QUESNEL,-122.4985501,52.9832255,644 FRONT ST,NH MOIS,QUESNEL PRIMARY CARE CL
NORTH VANCOUVER,-123.0711585,49.3196664,306 - 125 EAST 13TH STREET,Osler,NA
VICTORIA,-123.3308402,48.4300629,1902 RICHMOND ROAD,Oscar West,JUBILEE MEDICAL CLINIC
VANCOUVER,-123.1848371,49.2492829,4186 DUNBAR STREET,Wolf,CHALDECOTT MEDICAL CLINIC
NEW WESTMINSTER,-122.8933071,49.2260098,202 - 301 EAST COLUMBIA STREET,Accuro,NA
KAMLOOPS,-120.3339424,50.6721042,400 - 321 NICOLA STREET,MedAccess,NA
NANAIMO,-124.0289813,49.2178519,195 4750 RUTHERFORD ROAD,Oscar,NORTH NANAIMO MEDICAL
NANAIMO,-123.9618898,49.1852149,201-1450 WADDINGTON AVENUE,Plexia,NA
NANAIMO,-124.0054095,49.2061181,84C - 3200 NORTH ISLAND HWY,Intrahealth,NA
VICTORIA,-123.3656136,48.4390321,301-740 HILLSIDE AVENUE,iClinic,WESTERN CARDIOLOGY
COMOX,-124.8841069,49.6847905,760 RADFORD ROAD,Oscar,PLUM MIDWEFERY
SIDNEY,-123.4007936,48.647608,2A - 2379 BEVAN AVENUE,MedAccess,NA
SAANICHTON,-123.4177751,48.5949609,5 - 7816 EAST SAANICH ROAD,Osler,NA
RICHMOND,-123.1257599,49.1549857,130 - 8780 BLUNDELL ROAD,Oscar,MIDTOWN MEDICAL CLINIC
RICHMOND,-123.1351533,49.1660285,120 - 8120 COOK ROAD,Oscar,NA
BURNABY,-122.9672993,49.2802732,6548 EAST HASTINGS STREET,Oscar,KENSINGTON MEDICAL CLINIC
VANCOUVER,-123.1210594,49.2630115,1413 - 750 WEST BROADWAY,Oscar West,NA
COQUITLAM,-122.7934129,49.2735462,142 - 3000 LOUGHEED HWY,Oscar Nerd,TRI-CITY FAMILY PRACTICE
KELOWNA,-119.4898652,49.856798,208 - 3330 RICHTER STREET,Accuro,NA
VICTORIA,-123.3576632,48.4250452,105 - 911 YATES STREET,Oscar,YATES & QUADRA INTEGRATED HEALTH CENTER
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 5TH FLR,Accuro,NA
MAPLE RIDGE,-122.5928084,49.216191,106 - 22722 LOUGHEED HWY,Intrahealth,GREY CLINIC
VICTORIA,-123.3661099,48.4315775,605 DISCOVERY STREET,Accuro,CBI HEALTH CARE
VICTORIA,-123.3308402,48.4300629,1902 RICHMOND ROAD,Oscar West,JUBILEE MEDICAL
VICTORIA,-123.3123953,48.4635137,PO BOX 1700,Accuro,UNIVERSITY OF VICTORIA HEALTH SERVICES
VICTORIA,-123.3364358,48.4440378,203 - 1581 HILLSIDE AVENUE,Accuro,NA
VICTORIA,-123.4292885,48.4684,120-27 HELMCKEN RD,Osler,EAGLE CREEK MEDICAL CLINIC
LAZO,-124.9014145,49.7164864,PO BOX 1000,Launchpad,CFB COMOX STN MAIN
COQUITLAM,-122.7917692,49.2786325,126 3030 LINCOLN AVENUE,Osler,NA
VICTORIA,-123.3602982,48.4655837,300 - 3939 QUADRA STREET,Launchpad,NA
VANCOUVER,-123.1251089,49.2788011,702 - 1080 HOWE STREET,Wolf,SPECTRUM HEALTH CLINIC
MAPLE RIDGE,-122.5617568,49.2206115,201 - 12005 238B STREET,MedAccess,MAPLE MEDICAL CENTRE
MAPLE RIDGE,-122.5617568,49.2206115,102 - 12005 238B STREET,MedAccess,NA
VICTORIA,-123.3986709,48.4492705,208 - 2951 TILLICUM ROAD,Oscar,ACCESS MIDWIFERY
VICTORIA,-123.3538831,48.4221912,101 - 1005 COOK STREET,Launchpad,NA
COURTENAY,-124.9969041,49.6885853,UNIT E - 310 8TH STREET,IntraHealth,WASHINGTON PARK CLINIC
NANAIMO,-123.9683396,49.1825542,1 - 1179 SEAFIELD CRES,Accuro,NA
LANGLEY,-122.6581148,49.102665,112 5501 204 STREET,IntraHealth,NA
VICTORIA,-123.3228272,48.4324038,208 - 1990 FORT STREET,Osler,NA
DUNCAN,-123.7016451,48.7778858,350 FESTUBERT STREET,MedAccess,NA
VICTORIA,-123.3350354,48.4269761,300-1627 FORT STREET,Plexia,NA
KELOWNA,-119.3963117,49.8887117,101 - 519 HIGHWAY 33 WEST,MedAccess,NA
RICHMOND,-123.1483045,49.1697558,201 - 6051 GILBERT ROAD,Plexia,PLASTIC & COSMETIC SURGERY
POWELL RIVER,-124.5196218,49.8465311,7019 ALBERNI STREET,Wolf,FAMILY TREE HEALTH
RICHMOND,-123.1625568,49.1921585,5530 MILLER ROAD,Launchpad,AIR CANADA OCCUPATIONAL HEALTH SERVICES
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD STREET,Accuro,NA
NEW WESTMINSTER,-122.8923133,49.2252694,103 - 250 KEARY STREET,Plexia,NA
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 5TH FLR,Accuro,DIVISION OF GASTROENTEROLOGY
NEW WESTMINSTER,-122.8933192,49.2229561,145 EAST COLUMBIA STREET,Launchpad,NA
VICTORIA,-123.3228272,48.4324038,205 - 1990 FORT STREET,Accuro,NA
PRINCE GEORGE,-122.755411,53.9085702,407 - 1669 VICTORIA STREET,MOIS,NA
VANCOUVER,-123.0942647,49.2815331,449 EAST HASTINGS STREET,Oscar West,VANCOUVER NATIVE HEALTH
NANAIMO,-124.0054095,49.2061181,UNIT 84C 3200 N ISLAND HWY,Accuro,WELLINGTON MEDICAL CLINIC
VANCOUVER,-123.070181,49.2618222,208 - 2555 COMMERCIAL DR,Oscar,ON THE DRIVE MIDWIVES LTD
KELOWNA,-119.4892947,49.8631484,312 - 3001 TUTT STREET,Accuro,NA
ABBOTSFORD,-122.2934399,49.0398923,203 - 2051 MCCALLUM ROAD,IntraHealth,GATEWAY HEALTH AND WELLNESS CENTRE
VANCOUVER,-123.1293008,49.2785704,808 - 1200 BURRARD STREET,Accuro,NA
MISSION,-122.3315008,49.1342522,32243 HURD STREET,Wolf,THE MISSION MEDICAL GROUP
SURREY,-122.8886102,49.1610954,115 - 12080 NORDEL WAY,Wolf,NORDEL CROSSING MEDICAL CLINIC
NANAIMO,-123.9730982,49.1828239,305 - 1621 DUFFERIN CRES,Accuro,SURGICAL CONSULTANTS
NORTH VANCOUVER,-123.0387237,49.3362467,149 - 1233 LYNN VALLEY ROAD,Oscar Nerd,CANOPY INTEGRATED HEALTH
DUNCAN,-123.7081361,48.7857933,201 - 2763 BEVERLY ST,MedAccess,BEVERLY MEDICAL CLINIC
VANCOUVER,-123.1281537,49.2793415,500 - 1144 BURRARD STREET,Accuro,BURRARD ORTHOPAEDIC CLINIC
PENTICTON,-119.5840666,49.4802652,120 - 1636 MAIN STREET,MedAccess,NA
ABBOTSFORD,-122.2936616,49.0471392,2479 MCCALLUM ROAD,EMR Advantage,MEDIMAX MEDICAL CLINIC
VICTORIA,-123.4085666,48.4509493,2823 DYSART ROAD,Oscar,NA
VICTORIA,-123.3491162,48.415768,1282 FAIRFIELD ROAD,Intrahealth,NA
VICTORIA,-123.3656136,48.4390321,301 - 740 HILLSIDE AVENUE,iClinic,VI ARRHYTHMIA CLINIC
SAANICHTON,-123.41732,48.593877,101 - 7784 SAANICH ROAD EAST,MedAccess,NA
NANAIMO,-123.9252955,49.1318718,80 10TH STREET,Launchpad,NA
VICTORIA,-123.3528931,48.4246916,100 - 1121 YATES STREET,MedAccess,NA
SURREY,-122.8428948,49.1745321,308 - 13710 94A AVENUE,Accuro,NA
VANCOUVER,-123.1275058,49.2784866,770 - 1190 HORNBY STREET,Accuro,PACIFIC GASTROENTEROLOGY ASSOCIATES
ABBOTSFORD,-122.3384549,49.0506108,172 - 2655 CLEARBROOK ROAD,Oscar Nerd,CENTRAL VALLEY MEDICAL CLINIC
KELOWNA,-119.490148,49.8626485,103 - 3040 TUTT STREET,MedAccess,NA
PORT ALBERNI,-124.7917599,49.2639573,105 - 3949 MAPLE WAY,Osler,NA
VICTORIA,-123.3234804,48.4325466,101-1964 FORT STREET,Accuro,NA
PORT MCNEILL,-127.0782247,50.5836711,PO BOX 400 - 2161 MCNEILL ROAD,Intrahealth,PORT MCNEILL MEDICAL CLINIC
VICTORIA,-123.4992,48.4642098,107 - 2349 MILLSTREAM ROAD,Osler,WHEELHOUSE MEDICAL CLINIC
ABBOTSFORD,-122.2766712,49.0378653,100 - 34194 MARSHALL ROAD,Accuro,NA
VANCOUVER,-123.0485374,49.2810994,102 - 2732 EAST HASTINGS STREET,Oscar West,REACH COMMUNITY HEALTH CENTRE
VICTORIA,-123.3331826,48.4672493,207 - 3930 SHELBOURNE STREET,Oscar Nerd,NA
KELOWNA,-119.4760365,49.8765707,1111 SPRINGFIELD ROAD,MedAccess,GROUP ONE MEDICAL
VANCOUVER,-123.1210594,49.2630115,1013 - 750 WEST BROADWAY,Nightingale,WILLOW CLINIC
KELOWNA,-119.3974992,49.8913212,206 - 285 AURORA CRESCENT,IntraHealth,RUTLAND MEDICAL ASSOCIATES
NORTH VANCOUVER,-123.0897298,49.3329847,400 - 2609 WESTVIEW DRIVE,Wolf,NA
CHILLIWACK,-121.9770103,49.1554893,620 - 8249 EAGLE LANDING PARKWAY,Wolf,VIVACARE CLINIC - WALMART
PENDER ISLAND,-123.267056,48.7652162,5715 CANAL RD,Osler,PENDER ISLAND MEDICAL
CHILLIWACK,-121.9610562,49.1681573,108 - 9123 MARY STREET,Accuro,NA
NANAIMO,-123.9682649,49.1917916,203-2000 ISLAND HWY,Launchpad,NA
WEST KELOWNA,-119.6203944,49.8359274,3020 LOUIE DRIVE,MedAccess,NA
PORT ALBERNI,-124.8473977,49.2666761,5091 TSUMA-AS DRIVE,Osler,NA
DUNCAN,-123.7033411,48.7743357,291 COWICHAN WAY,MedAccess,COWICHAN WAY CLINIC SUPERSTORE
SURREY,-122.7993147,49.1041863,107 - 15240 56TH AVENUE,Oscar Nerd,COLEBROOK FAMILY PRACTICE
LANGLEY,-122.6114124,49.096327,303 - 22112 52ND AVENUE,IntraHealth,LANGLEY PRIMARY HEALTH
DENMAN ISLAND,-124.8193352,49.5374836,PO BOX 80 3551 PIERCY RD,Oscar,NA
KELOWNA,-119.4759184,49.8867769,3 - 1131 LAWSON AVENUE,Accuro,KELOWNA GYNECOLOGY AND OBSTETRICS CLINIC
PRINCE GEORGE,-122.7658118,53.9152453,310 - 2155 10TH AVENUE,MOIS,NA
VICTORIA,-123.3337925,48.4449543,120 - 1641 HILLSIDE AVENUE,Osler,LANDSDOWNE TREATMENT CENTRE
VICTORIA,-123.3656136,48.4390321,301 - 740 HILLSIDE AVENUE,iClinic,WESTERN CARDIOLOGY
COQUITLAM,-122.8582747,49.2492922,1199 AUSTIN AVENUE,IntraHealth,GAIN MEDICAL CLINIC
VANCOUVER,-123.1347159,49.2632129,300 - 1338 WEST BROADWAY,Accuro,NA
PORT COQUITLAM,-122.7770807,49.2611585,1 - 2185 WILSON AVENUE,IntraHealth,WILSON CENTRE FAMILY PRACTICE
MILL BAY,-123.5585109,48.6513996,230 - 2720 MILL BAY ROAD,MedAccess,MILL BAY MEDICAL CLINIC
MILL BAY,-123.5585109,48.6513996,230 - 2720 MILL BAY ROAD,MedAccess,MILL BAY MEDICAL CLINIC
WEST VANCOUVER,-123.1596167,49.3290348,202 - 520 17TH STREET,Wolf,CONTINUUM MEDICAL CARE
SECHELT,-123.7568333,49.47301,PO BOX 638,MedAccess,SECHELT MEDICAL ASSOCIATES
VICTORIA,-123.327759,48.4322939,1952 BAY STREET,Launchpad,RJH GERIATRICS
COMOX,-124.9333003,49.689034,107C - 1966 GUTHRIE ROAD,Oscar Nerd,HIGHLAND MEDICAL
TOFINO,-125.9072416,49.151284,PO BOX 189 - 220 1ST ST,Wolf,TONQUIN MEDICAL CLINIC
NANAIMO,-123.9683396,49.1825542,3 - 1179 SEAFIELD CRESCENT,Plexia,NA
VICTORIA,-123.3234804,48.4325466,206-1964 FORT ST,Osler,NA
VANCOUVER,-123.1267045,49.2448408,P3 - 206  4500 OAK STREET,Launchpad,MENTAL HEALTH METABOLIC PROGRAM
PORT HARDY,-127.5024595,50.7210678,"9140 GRANVILLE STREET, PO BOX 1619",IntraHealth,PORT HARDY PRIMARY HEALTH CLINIC
VICTORIA,-123.536714,48.3384871,6000 WILLIAM HEAD ROAD,Launchpad,NA
VANCOUVER,-123.11886,49.2320657,207 - 650 WEST 41ST AVENUE,Accuro,OAKRIDGE CENTRE SOUTH TOWER
COURTENAY,-125.0024939,49.6889334,559 6TH STREET,Oscar Nerd,COTTAGE MEDICAL CLINIC
VICTORIA,-123.3661099,48.4315775,2ND FLOOR - 605 DISCOVERY STREET,Accuro,CBI HEALTH CENTRE
KELOWNA,-119.4957287,49.8849333,202 - 1630 PANDOSY STREET,Accuro,NA
VERNON,-119.2731517,50.2676382,3107 35TH AVENUE,Accuro,GENERAL SURGERY CLINIC
VANCOUVER,-123.0485374,49.2810994,102-2732 EAST HASTINGS STREET,Oscar West,REACH COMMUNITY HEALTH CENTRE
CRANBROOK,-115.7679929,49.5092137,123 10TH AVENUE SOUTH,Accuro,ASSOCIATED MEDICAL CLINIC
VICTORIA,-123.3712656,48.4167534,547 MICHIGAN STREET,Oscar,CO-OP COMMUNITY HEALTH AT JAMES BAY
VICTORIA,-123.4985025,48.4480526,107 - 755 GOLDSTREAM AVENUE,Wolf,WESTWIND MEDICAL
CUMBERLAND,-125.0256119,49.6192838,PO BOX 719 - 2765A DUNSMUIR AVENUE,Osler,DUNSMUIR MEDICAL CLINIC
VANCOUVER,-123.0908039,49.2257474,6483 FRASER STREET,Wolf,NA
SURREY,-122.8405364,49.174526,102 - 13798 94A AVENUE,Osler,NA
SURREY,-122.842723,49.1774643,103A 13737 96TH AVENUE,IntraHealth,NA
VANCOUVER,-123.0694663,49.2607399,303 - 2620 COMMERCIAL DRIVE,Nightingale,NA
LANGLEY,-122.6646057,49.1649752,114D - 20159 88TH AVENUE,Oscar Nerd,THUNDERBIRD FAMILY PRACTICE
DELTA,-123.0724614,49.0249311,101 - 5461 12TH AVENUE,Wolf,NA
PORT COQUITLAM,-122.778575,49.2631852,101 - 2255 ELGIN AVENUE,MedAccess,ELGIN MEDICAL CLINIC
VANCOUVER,-123.11886,49.2320657,360 - 650 WEST 41ST AVENUE,Wolf,NA
SURREY,-122.8427538,49.1772129,809 ? 13737 96TH AVENUE,Plexia,NA
VANCOUVER,-123.1210594,49.2630115,802 - 750 WEST BROADWAY,Plexia,NA
RICHMOND,-123.1483045,49.1697558,205 - 6051 GILBERT ROAD,IntraHealth,NA
LANGLEY,-122.6507189,49.1087703,5 - 5761 GLOVER ROAD,MedAccess,ST LUKE FAMILY PRACTICE
BURNABY,-122.9918946,49.2258939,710 - 4980 KINGSWAY,Plexia,NA
VANCOUVER,-123.1259148,49.2611413,9TH FL - 2775 LAUREL STREET,iClinic,NA
NANAIMO,-123.9672873,49.1840472,103 1125 DUFFERIN CRES,Accuro,NA
VICTORIA,-123.3335973,48.4764127,103 - 1660 FELTHAM ROAD,Oscar Nerd,NA
VANCOUVER,-123.2462012,49.2658451,310 - 5950 UNIVERSITY BOULEVARD,Oscar West,UBC HEALTH CLINIC
PORT COQUITLAM,-122.7550096,49.2728127,210 - 1465 SALISBURY AVENUE,Oscar West,BURKE MOUNTAIN MEDICAL
VANCOUVER,-123.1229027,49.2636371,839 WEST BROADWAY,Plexia,NA
DELTA,-123.0647709,49.0850196,206 - 4515 HARVEST DRIVE,Wolf,NA
NELSON,-117.2900506,49.494212,806 VERNON STREET,Osler,NELSON MEDICAL ASSOCIATES CLINIC
VANCOUVER,-123.1009577,49.2430619,4610 MAIN STREET,Wolf,CENTRO MEDICAL AND SURGICAL CENTRE
COMOX,-124.92452,49.6727975,1729B COMOX AVENUE,Plexia,COMOX VALLEY ORTHO
CAMPBELL RIVER,-125.2483022,50.0122985,101 - 250 DOGWOOD STREET,Oscar,SUMMIT SURGICAL
VICTORIA,-123.3986709,48.4492705,208 - 2951 TILLICUM ROAD,Oscar,ACCESS MIDWIFERY
SURREY,-122.8487616,49.1879216,400 - 13450 102ND AVENUE,Launchpad,NA
MAPLE RIDGE,-122.5994887,49.2171338,201 22477 LOUGHEED HWY,Wolf,NA
SAANICHTON,-123.4164197,48.5947386,UNIT F - 7819 SAANICH RD EAST,Osler,NA
PENTICTON,-119.5902773,49.4963342,465 ELLIS STREET,MedAccess,NA
KAMLOOPS,-120.3289101,50.6724788,520 NICOLA STREET,Accuro,NA
VANCOUVER,-123.1262048,49.2455931,2D19 - 4480 OAK STREET,Launchpad,DIVISION OF HEMATOLOGY/ONCOLOGY
CAMPBELL RIVER,-125.2411602,50.0071696,277 EVERGREEN ROAD,Oscar West,ALDER MEDICAL CLINIC
VICTORIA,-123.334592,48.4267034,101 - 1640 OAK BAY AVENUE,MedAccess,OAK BAY FAMILY PHYSICIANS LTD
